from,to,source_essential,target_essential,edge_type
SPD_0370,purF,n,y,N-E
pyrDb,purF,n,y,N-E
glmS,purF,y,y,E-E
carA,purF,n,y,N-E
glnA,purF,n,y,N-E
carB,purF,n,y,N-E
purN,purF,y,y,E-E
prs2,purF,n,y,N-E
SPD_1214,SPD_1213,n,n,N-N
SPD_0692,SPD_1213,n,n,N-N
SPD_0093,SPD_1213,n,n,N-N
spr0027,spr0026,n,n,N-N
SPD_1213,SPD_0031,n,n,N-N
SPD_0032,SPD_0031,n,n,N-N
SPD_0032,SPD_0030,n,n,N-N
SPD_0031,SPD_0030,n,n,N-N
ccs4,cinA,n,n,N-N
SPD_1742,cinA,n,n,N-N
dinF,cinA,n,n,N-N
SPD_1741,cinA,n,n,N-N
lspA,cinA,n,n,N-N
pncB,cinA,y,n,E-N
hflX,cinA,y,n,E-N
celA,cinA,y,n,E-N
coiA,cinA,y,n,E-N
cglA,cinA,n,n,N-N
recX,cinA,n,n,N-N
lytA,cinA,n,n,N-N
nadD,cinA,y,n,E-N
nadC,cinA,n,n,N-N
nadE,cinA,n,n,N-N
celB,cinA,n,n,N-N
pgsA,cinA,y,n,E-N
SPD_0975,cinA,y,n,E-N
SPD_1743,cinA,n,n,N-N
rpmG-1,rplK,n,y,N-E
rnc,rplK,n,y,N-E
SPD_1286,rplK,n,y,N-E
prmA,rplK,n,y,N-E
tuf,rplK,y,y,E-E
nusG,rplK,n,y,N-E
yidC,rplK,n,y,N-E
SPD_1850,rplK,y,y,E-E
rpmG,rplK,y,y,E-E
tsf,rplK,y,y,E-E
thrS,rplK,y,y,E-E
rpmJ,rplK,n,y,N-E
rpmF,rplK,y,y,E-E
rplL,rplK,n,y,N-E
rplI,rplK,n,y,N-E
rpsS,rplK,y,y,E-E
rpsN,rplK,n,y,N-E
rpsF,rplK,y,y,E-E
rplD,rplK,y,y,E-E
rpmC,rplK,n,y,N-E
rplN,rplK,y,y,E-E
rplQ,rplK,y,y,E-E
rplJ,rplK,y,y,E-E
rpsB,rplK,n,y,N-E
rpmD,rplK,n,y,N-E
rplC,rplK,n,y,N-E
prfB,rplK,n,y,N-E
rpsI,rplK,n,y,N-E
rplT,rplK,y,y,E-E
rpmA,rplK,y,y,E-E
rpsJ,rplK,y,y,E-E
rplM,rplK,y,y,E-E
rplS,rplK,n,y,N-E
rpsO,rplK,n,y,N-E
SPD_0481,rplK,n,y,N-E
rplV,rplK,n,y,N-E
rpsC,rplK,y,y,E-E
rpsH,rplK,y,y,E-E
rpsD,rplK,n,y,N-E
rpsK,rplK,y,y,E-E
rpsE,rplK,y,y,E-E
rplF,rplK,y,y,E-E
rplO,rplK,n,y,N-E
rpsQ,rplK,y,y,E-E
rpsG,rplK,y,y,E-E
spr0026,radA,n,n,N-N
SPD_0030,radA,n,n,N-N
cinA,radA,n,n,N-N
cmk,nrdE,n,y,N-E
pyk,nrdE,y,y,E-E
relA,nrdE,y,y,E-E
nrdH,nrdE,n,y,N-E
SPD_0160,nrdE,n,y,N-E
spr0156,nrdE,y,y,E-E
nrdF,nrdE,n,y,N-E
SPD_1029,ung,n,n,N-N
mutX,ung,n,n,N-N
pyrC,ung,n,n,N-N
SP_1919,rnhB,n,n,N-N
SPD_1019,rnhB,y,n,E-N
SPD_1021,rnhB,n,n,N-N
radA,SPD_0028,n,n,N-N
lpdA,SPD_1939,n,n,N-N
folA,SPD_1939,y,n,E-N
lpdA,SPD_1955,n,n,N-N
folA,SPD_1955,y,n,E-N
era,dgkA,n,n,N-N
mraY,dgkA,y,n,E-N
SPD_0438,dgkA,n,n,N-N
bacA,dgkA,y,n,E-N
pyrH,dgkA,y,n,E-N
cmk,dgkA,n,n,N-N
pyrG,dgkA,n,n,N-N
SPD_0982,dgkA,y,n,E-N
ybeY,dgkA,y,n,E-N
relA,dgkA,y,n,E-N
nrdF,dgkA,n,n,N-N
nrdE,dgkA,y,n,E-N
Cdd,tdk,n,n,N-N
pvaA,tdk,n,n,N-N
SPD_0909,tdk,n,n,N-N
SPD_0905,tdk,n,n,N-N
SPD_1895,tdk,n,n,N-N
hemK,tdk,n,n,N-N
SPD_0911,tdk,n,n,N-N
udk,tdk,n,n,N-N
cdd-1,tdk,n,n,N-N
cdd-2,tdk,n,n,N-N
pdp,tdk,n,n,N-N
upp,tdk,n,n,N-N
SPD_0908,tdk,n,n,N-N
xylH,tdk,n,n,N-N
glyA,tdk,n,n,N-N
SPD_1939,tdk,n,n,N-N
SPD_1955,tdk,n,n,N-N
SPD_0647,SPD_0648,n,n,N-N
SPD_0646,SPD_0648,n,n,N-N
celA,SPD_0648,y,n,E-N
celB,SPD_0648,n,n,N-N
cmk,SPD_0648,n,n,N-N
upp,SPD_0648,n,n,N-N
SPD_1939,SPD_0648,n,n,N-N
SPD_1955,SPD_0648,n,n,N-N
tdk,SPD_0648,n,n,N-N
msrAB2,ndk,n,n,N-N
pyrH,ndk,y,n,E-N
cmk,ndk,n,n,N-N
pyrG,ndk,n,n,N-N
SPD_0982,ndk,y,n,E-N
pyk,ndk,y,n,E-N
relA,ndk,y,n,E-N
folE,ndk,y,n,E-N
ribB,ndk,n,n,N-N
nrdF,ndk,n,n,N-N
nrdE,ndk,y,n,E-N
ccs4,nrdD,n,n,N-N
SPD_0229,nrdD,n,n,N-N
pflA,nrdD,n,n,N-N
Acetyltransferase,nrdD,n,n,N-N
SPD_0188,nrdD,n,n,N-N
SPD_1834,nrdD,n,n,N-N
SPD_0191,nrdD,n,n,N-N
pyrG,nrdD,n,n,N-N
nrdG,nrdD,n,n,N-N
SPD_0982,nrdD,y,n,E-N
pyk,nrdD,y,n,E-N
relA,nrdD,y,n,E-N
folE,nrdD,y,n,E-N
ribD,nrdD,n,n,N-N
ribB,nrdD,n,n,N-N
SPD_0160,nrdD,n,n,N-N
SPD_0186,nrdD,n,n,N-N
spr0156,nrdD,y,n,E-N
nrdF,nrdD,n,n,N-N
nrdE,nrdD,y,n,E-N
ndk,nrdD,n,n,N-N
trmD,SPD_0680,y,n,E-N
bta,SPD_0680,n,n,N-N
rimM,SPD_0680,y,n,E-N
pyrG,SPD_0680,n,n,N-N
SPD_0982,SPD_0680,y,n,E-N
pyk,SPD_0680,y,n,E-N
relA,SPD_0680,y,n,E-N
folE,SPD_0680,y,n,E-N
ribB,SPD_0680,n,n,N-N
nrdH,SPD_0680,n,n,N-N
SPD_0160,SPD_0680,n,n,N-N
ndk,SPD_0680,n,n,N-N
nrdD,SPD_0680,n,n,N-N
SPD_0827,tmk,n,n,N-N
proB,tmk,n,n,N-N
rsmI,tmk,n,n,N-N
pabB,tmk,n,n,N-N
sulD,tmk,y,n,E-N
ribD,tmk,n,n,N-N
nrdF,tmk,n,n,N-N
nrdE,tmk,y,n,E-N
SPD_1939,tmk,n,n,N-N
SPD_1955,tmk,n,n,N-N
dgkA,tmk,n,n,N-N
tdk,tmk,n,n,N-N
SPD_0648,tmk,n,n,N-N
ndk,tmk,n,n,N-N
lpdA,thyA,n,y,N-E
SPD_0270,thyA,y,y,E-E
folC,thyA,n,y,N-E
pabB,thyA,n,y,N-E
metF,thyA,n,y,N-E
gki,thyA,n,y,N-E
folA,thyA,y,y,E-E
folD,thyA,y,y,E-E
glyA,thyA,n,y,N-E
nrdE,thyA,y,y,E-E
ung,thyA,n,y,N-E
rnhB,thyA,n,y,N-E
tdk,thyA,n,y,N-E
SPD_0648,thyA,n,y,N-E
SPD_0680,thyA,n,y,N-E
tmk,thyA,n,y,N-E
spr0026,dut,n,n,N-N
rplK,dut,y,n,E-N
radA,dut,n,n,N-N
nrdE,dut,y,n,E-N
ung,dut,n,n,N-N
rnhB,dut,n,n,N-N
SPD_0028,dut,n,n,N-N
SPD_1939,dut,n,n,N-N
SPD_1955,dut,n,n,N-N
dgkA,dut,n,n,N-N
tdk,dut,n,n,N-N
SPD_0648,dut,n,n,N-N
ndk,dut,n,n,N-N
nrdD,dut,n,n,N-N
SPD_0680,dut,n,n,N-N
tmk,dut,n,n,N-N
thyA,dut,y,n,E-N
spr1259,truB,n,n,N-N
SPD_1072,truB,n,n,N-N
SPD_1559,truB,y,n,E-N
rpsA,truB,n,n,N-N
truA,truB,n,n,N-N
rbfA,truB,n,n,N-N
trmB,truB,n,n,N-N
SPD_1233,truB,n,n,N-N
recD2,truB,n,n,N-N
SPD_1019,truB,y,n,E-N
rplJ,truB,y,n,E-N
sun,truB,n,n,N-N
ksgA,truB,n,n,N-N
ribF,truB,n,n,N-N
rpsO,truB,n,n,N-N
SPD_0481,truB,n,n,N-N
gpmA,SPD_1011,y,n,E-N
SPD_1397,SPD_1011,n,n,N-N
mutX,SPD_1011,n,n,N-N
SPD_1971,SPD_1011,n,n,N-N
pgk,pfkA,y,y,E-E
lacA,pfkA,n,y,N-E
1-phosphofructokinase,pfkA,n,y,N-E
mtlD,pfkA,y,y,E-E
gpmA,pfkA,y,y,E-E
eno,pfkA,y,y,E-E
fba,pfkA,y,y,E-E
malP,pfkA,n,y,N-E
tpiA,pfkA,y,y,E-E
talC,pfkA,n,y,N-E
pyk,pfkA,y,y,E-E
lacD,pfkA,n,y,N-E
lacB,pfkA,n,y,N-E
pgi,pfkA,y,y,E-E
lacC,pfkA,n,y,N-E
scrK,pfkA,n,y,N-E
manA,pfkA,n,y,N-E
proC,pfkA,n,y,N-E
SPD_1958,pfkA,n,y,N-E
Transketolase,pfkA,n,y,N-E
tkt,pfkA,n,y,N-E
ccpA,purR,n,n,N-N
codY,purR,y,n,E-N
lysA,purR,n,n,N-N
SPD_1397,purR,n,n,N-N
SPD_1063,purR,n,n,N-N
obg,purK,y,n,E-N
SPD_0061,purK,n,n,N-N
folA,purK,y,n,E-N
purN,purK,y,n,E-N
purF,purK,y,n,E-N
thrB,purM,n,n,N-N
purN,purM,y,n,E-N
purF,purM,y,n,E-N
purK,purM,n,n,N-N
obg,purE,y,n,E-N
SPD_0061,purE,n,n,N-N
purN,purE,y,n,E-N
purF,purE,y,n,E-N
purK,purE,n,n,N-N
purM,purE,n,n,N-N
dapB,SPD_0377,y,n,E-N
dapA,SPD_0377,n,n,N-N
dapH,SPD_0377,n,n,N-N
SPD_1587,SPD_0377,n,n,N-N
aspC,SPD_0377,n,n,N-N
lysA,SPD_0377,n,n,N-N
asd,SPD_0377,n,n,N-N
SPD_0376,SPD_0377,n,n,N-N
thrC,SPD_0377,n,n,N-N
metA,SPD_0377,y,n,E-N
hom,SPD_0377,n,n,N-N
thrB,SPD_0377,n,n,N-N
phpP,prsA,y,n,E-N
SPD_1615,prsA,n,n,N-N
gor,prsA,n,n,N-N
SPD_1415,prsA,n,n,N-N
lpdA,prsA,n,n,N-N
SPD_2019,prsA,n,n,N-N
vncS,prsA,n,n,N-N
SPD_1445,prsA,n,n,N-N
acoA,prsA,n,n,N-N
pdxT,prsA,n,n,N-N
pdxS,prsA,n,n,N-N
prs2,prsA,n,n,N-N
SPD_1026,prsA,n,n,N-N
Pullulanase,prsA,n,n,N-N
SPD_1024,prsA,n,n,N-N
pyrE,prsA,n,n,N-N
glmU,prsA,y,n,E-N
SPD_1958,prsA,n,n,N-N
Transketolase,prsA,n,n,N-N
SPD_0875,prsA,n,n,N-N
SPD_1027,prsA,n,n,N-N
deoB,prsA,n,n,N-N
pgm,prsA,n,n,N-N
rpiA,prsA,n,n,N-N
tkt,prsA,n,n,N-N
purF,prsA,y,n,E-N
glyA,purC,n,n,N-N
purN,purC,y,n,E-N
purF,purC,y,n,E-N
purK,purC,n,n,N-N
purM,purC,n,n,N-N
purE,purC,n,n,N-N
SPD_1658,SPD_0052,n,n,N-N
SPD_0657,SPD_0052,n,n,N-N
pyrDa,SPD_0052,n,n,N-N
pgk,SPD_0052,y,n,E-N
adcA,SPD_0052,n,n,N-N
rpe,SPD_0052,y,n,E-N
pyrH,SPD_0052,y,n,E-N
pyrG,SPD_0052,n,n,N-N
pyrF,SPD_0052,n,n,N-N
uvrC,SPD_0052,n,n,N-N
hom,SPD_0052,n,n,N-N
proC,SPD_0052,n,n,N-N
pyrDb,SPD_0052,n,n,N-N
glmS,SPD_0052,y,n,E-N
argS,SPD_0052,n,n,N-N
ileS,SPD_0052,y,n,E-N
folD,SPD_0052,y,n,E-N
carB,SPD_0052,n,n,N-N
glyA,SPD_0052,n,n,N-N
purN,SPD_0052,y,n,E-N
recO,SPD_0052,n,n,N-N
pyrE,SPD_0052,n,n,N-N
purF,SPD_0052,y,n,E-N
purK,SPD_0052,n,n,N-N
purM,SPD_0052,n,n,N-N
purE,SPD_0052,n,n,N-N
SPD_0377,SPD_0052,n,n,N-N
purC,SPD_0052,n,n,N-N
nrdF,purD,n,n,N-N
rpsQ,purD,y,n,E-N
rpsG,purD,y,n,E-N
SPD_2034,purD,y,n,E-N
folD,purD,y,n,E-N
carB,purD,n,n,N-N
glyA,purD,n,n,N-N
purN,purD,y,n,E-N
purF,purD,y,n,E-N
purK,purD,n,n,N-N
purM,purD,n,n,N-N
purE,purD,n,n,N-N
purC,purD,n,n,N-N
SPD_0052,purD,n,n,N-N
SPD_1767,asnA,n,n,N-N
SPD_1765,asnA,n,n,N-N
aspC,asnA,n,n,N-N
SPD_0377,asnA,n,n,N-N
aspC,L-asparaginase,n,n,N-N
SPD_0377,L-asparaginase,n,n,N-N
asnA,L-asparaginase,n,n,N-N
arcA,argG,n,n,N-N
SPD_1063,argG,n,n,N-N
glgD,argG,n,n,N-N
glgC,argG,n,n,N-N
argF,argG,n,n,N-N
SPD_0109,argG,n,n,N-N
argH,argG,n,n,N-N
carA,argG,n,n,N-N
carB,argG,n,n,N-N
SPD_0377,argG,n,n,N-N
asnA,argG,n,n,N-N
L-asparaginase,argG,n,n,N-N
rluD,pyrB,n,n,N-N
pyrK,pyrB,n,n,N-N
pyrDa,pyrB,n,n,N-N
uraA,pyrB,n,n,N-N
arcC,pyrB,n,n,N-N
udk,pyrB,n,n,N-N
pyrR,pyrB,n,n,N-N
upp,pyrB,n,n,N-N
pyrF,pyrB,n,n,N-N
ribB,pyrB,n,n,N-N
argF,pyrB,n,n,N-N
bgaC,pyrB,n,n,N-N
pyrC,pyrB,n,n,N-N
pyrDb,pyrB,n,n,N-N
carA,pyrB,n,n,N-N
carB,pyrB,n,n,N-N
purN,pyrB,y,n,E-N
pyrE,pyrB,n,n,N-N
purE,pyrB,n,n,N-N
SPD_0377,pyrB,n,n,N-N
asnA,pyrB,n,n,N-N
L-asparaginase,pyrB,n,n,N-N
argG,pyrB,n,n,N-N
proC,purB,n,n,N-N
argH,purB,n,n,N-N
folD,purB,y,n,E-N
glyA,purB,n,n,N-N
purN,purB,y,n,E-N
purF,purB,y,n,E-N
purK,purB,n,n,N-N
purM,purB,n,n,N-N
purE,purB,n,n,N-N
prsA,purB,n,n,N-N
purC,purB,n,n,N-N
SPD_0052,purB,n,n,N-N
purD,purB,n,n,N-N
SPD_1061,SPD_0676,n,n,N-N
rimM,SPD_0676,y,n,E-N
SPD_0378,SPD_0676,n,n,N-N
SPD_0539,SPD_0676,n,n,N-N
SPD_0680,SPD_0676,n,n,N-N
SPD_1061,SPD_0677,n,n,N-N
rimM,SPD_0677,y,n,E-N
SPD_0378,SPD_0677,n,n,N-N
SPD_0539,SPD_0677,n,n,N-N
SPD_0680,SPD_0677,n,n,N-N
Hemolysin,SPD_1179,n,n,N-N
SPD_1061,SPD_1179,n,n,N-N
SPD_0926,SPD_1179,n,n,N-N
SPD_1175,SPD_1179,n,n,N-N
SPD_1176,SPD_1179,n,n,N-N
SPD_1178,SPD_1179,n,n,N-N
phtE,SPD_1179,n,n,N-N
pcpA,SPD_1179,n,n,N-N
SPD_0868,SPD_1179,n,n,N-N
phpP,SPD_1179,y,n,E-N
SPD_1615,SPD_1179,n,n,N-N
rpoZ,SPD_1179,y,n,E-N
SPD_0539,SPD_1179,n,n,N-N
udk,SPD_1179,n,n,N-N
SPD_0191,SPD_1179,n,n,N-N
SPD_1177,SPD_1179,n,n,N-N
wrbA,SPD_1179,n,n,N-N
slgM,SPD_1179,n,n,N-N
SPD_2019,SPD_1179,n,n,N-N
vncS,SPD_1179,n,n,N-N
SPD_1445,SPD_1179,n,n,N-N
SPD_0603,SPD_1179,n,n,N-N
pyrC,SPD_1179,n,n,N-N
SPD_1541,stkP,n,y,N-E
SPD_1540,stkP,n,y,N-E
priA,stkP,n,y,N-E
SP_0462,stkP,n,y,N-E
whiA,stkP,n,y,N-E
Hemolysin,stkP,n,y,N-E
SPD_1061,stkP,n,y,N-E
SPD_0926,stkP,n,y,N-E
ftsX,stkP,n,y,N-E
rsgA,stkP,n,y,N-E
ylmF,stkP,n,y,N-E
phtE,stkP,n,y,N-E
rny,stkP,n,y,N-E
pcpA,stkP,n,y,N-E
ftsA,stkP,y,y,E-E
divIVA,stkP,y,y,E-E
SPD_0868,stkP,n,y,N-E
gpsB,stkP,n,y,N-E
penA,stkP,n,y,N-E
SPD_0952,stkP,y,y,E-E
pbp2A,stkP,n,y,N-E
pbp1A,stkP,n,y,N-E
pbp1B,stkP,n,y,N-E
murD,stkP,y,y,E-E
lgt,stkP,n,y,N-E
pbpX,stkP,y,y,E-E
mraY,stkP,y,y,E-E
phpP,stkP,y,y,E-E
SPD_1615,stkP,n,y,N-E
rpoZ,stkP,y,y,E-E
SPD_0539,stkP,n,y,N-E
udk,stkP,n,y,N-E
SPD_0191,stkP,n,y,N-E
SPD_0706,stkP,y,y,E-E
sun,stkP,n,y,N-E
ftsZ,stkP,y,y,E-E
SPD_2019,stkP,n,y,N-E
mltG,stkP,n,y,N-E
vncS,stkP,n,y,N-E
SPD_1445,stkP,n,y,N-E
pyrC,stkP,n,y,N-E
fmt,stkP,y,y,E-E
SPD_1440,SPD_1448,y,n,E-N
SPD_0676,SPD_1449,n,n,N-N
SPD_0677,SPD_1449,n,n,N-N
SPD_1179,SPD_1449,n,n,N-N
stkP,SPD_1449,y,n,E-N
SPD_1448,SPD_1449,n,n,N-N
comX1,SPD_0670,n,n,N-N
SPD_0668,SPD_0670,n,n,N-N
rlmN,SPD_0670,n,n,N-N
SPD_0671,SPD_0670,n,n,N-N
SPD_1763,SPD_0670,n,n,N-N
cglD,comX2,n,n,N-N
SPD_0670,comX2,n,n,N-N
sodA,secA,n,n,N-N
tig,secA,n,n,N-N
srtA,secA,n,n,N-N
yajC-2,secA,n,n,N-N
ffh,secA,y,n,E-N
yidC,secA,n,n,N-N
SPD_1850,secA,y,n,E-N
rpoD,secA,y,n,E-N
yajC-1,secA,n,n,N-N
SPD_0185,secA,n,n,N-N
prfB,secA,n,n,N-N
ftsZ,secA,y,n,E-N
tsaD,secA,y,n,E-N
rplS,secA,n,n,N-N
ftsY,secA,n,n,N-N
secE,secA,n,n,N-N
secG,secA,y,n,E-N
secY,secA,n,n,N-N
recG,secA,n,n,N-N
clpE,clpP,n,n,N-N
SPD_2022,clpP,n,n,N-N
ctsR,clpP,n,n,N-N
groES,clpP,n,n,N-N
grpE,clpP,n,n,N-N
hrcA,clpP,n,n,N-N
tig,clpP,n,n,N-N
clpX,clpP,y,n,E-N
clpL,clpP,n,n,N-N
SPD_2068,clpP,n,n,N-N
ribB,clpP,n,n,N-N
dnaJ,clpP,n,n,N-N
SPD_1610,SPD_1606,n,n,N-N
SPD_1609,SPD_1606,n,n,N-N
SPD_1607,SPD_1606,n,n,N-N
SPD_1608,SPD_1606,n,n,N-N
SPD_2044,SPD_2052,n,n,N-N
grpE,SPD_2052,n,n,N-N
ecfT,SPD_2052,n,n,N-N
cbiO1,SPD_2052,y,n,E-N
cbiO2,SPD_2052,n,n,N-N
mreC,SPD_2052,n,n,N-N
atpC,SPD_2052,y,n,E-N
pgsA,SPD_2052,y,n,E-N
SPD_2050,SPD_2052,n,n,N-N
SPD_1988,SPD_1987,n,n,N-N
SPD_1321,SPD_1987,n,n,N-N
grpE,SPD_1987,n,n,N-N
tuf,SPD_1987,y,n,E-N
atpC,SPD_1987,y,n,E-N
atpG,SPD_1987,y,n,E-N
SPD_0450,SPD_1987,n,n,N-N
SPD_1177,SPD_1987,n,n,N-N
wrbA,SPD_1987,n,n,N-N
slgM,SPD_1987,n,n,N-N
SPD_0603,SPD_1987,n,n,N-N
SPD_1990,SPD_1987,n,n,N-N
atpH,SPD_1987,n,n,N-N
ppaC,atpE,y,n,E-N
atpC,atpE,y,n,E-N
atpB,atpE,n,n,N-N
atpF,atpE,y,n,E-N
atpG,atpE,y,n,E-N
ntpI,atpE,n,n,N-N
atpH,atpE,n,n,N-N
dapH,SPD_1920,n,n,N-N
SPD_1921,SPD_1920,n,n,N-N
SPD_1922,SPD_1920,n,n,N-N
SPD_2044,SPD_2051,n,n,N-N
grpE,SPD_2051,n,n,N-N
ecfT,SPD_2051,n,n,N-N
cbiO1,SPD_2051,y,n,E-N
cbiO2,SPD_2051,n,n,N-N
mreC,SPD_2051,n,n,N-N
atpC,SPD_2051,y,n,E-N
pgsA,SPD_2051,y,n,E-N
SPD_2050,SPD_2051,n,n,N-N
SPD_2052,SPD_2051,n,n,N-N
groEL,leuB,n,n,N-N
spr1137,leuB,n,n,N-N
spr1136,leuB,n,n,N-N
spr1133,leuB,n,n,N-N
spr1134,leuB,n,n,N-N
sdaB,leuB,n,n,N-N
acoL,leuB,n,n,N-N
pepQ,leuB,n,n,N-N
SPD_1113,leuB,n,n,N-N
ilvC,leuB,n,n,N-N
pabB,leuB,n,n,N-N
ilvD,leuB,n,n,N-N
ilvB,leuB,n,n,N-N
ilvN,leuB,n,n,N-N
trpA,leuB,n,n,N-N
ilvA,leuB,n,n,N-N
atpE,leuB,n,n,N-N
SPD_0185,SPD_1962,n,n,N-N
SPD_2052,SPD_1962,n,n,N-N
SPD_1987,SPD_1962,n,n,N-N
SPD_1920,SPD_1962,n,n,N-N
SPD_2051,SPD_1962,n,n,N-N
SPD_0185,SPD_1984,n,n,N-N
SPD_2052,SPD_1984,n,n,N-N
SPD_1987,SPD_1984,n,n,N-N
SPD_1920,SPD_1984,n,n,N-N
SPD_2051,SPD_1984,n,n,N-N
SPD_1721,dnaK,n,y,N-E
SPD_1355,dnaK,n,y,N-E
SPD_1191,dnaK,n,y,N-E
SPD_0765,dnaK,n,y,N-E
SPD_0672,dnaK,n,y,N-E
SPD_1714,dnaK,n,y,N-E
bta,dnaK,n,y,N-E
trx,dnaK,n,y,N-E
SPD_0886,dnaK,n,y,N-E
SPD_0572,dnaK,n,y,N-E
SPD_1367,dnaK,n,y,N-E
clpE,dnaK,n,y,N-E
SPD_2022,dnaK,n,y,N-E
ctsR,dnaK,n,y,N-E
groES,dnaK,n,y,N-E
grpE,dnaK,n,y,N-E
hrcA,dnaK,n,y,N-E
pgk,dnaK,y,y,E-E
tuf,dnaK,y,y,E-E
tig,dnaK,n,y,N-E
alaS,dnaK,n,y,N-E
parE,dnaK,y,y,E-E
clpL,dnaK,n,y,N-E
eno,dnaK,y,y,E-E
gap,dnaK,n,y,N-E
SPD_1331,dnaK,n,y,N-E
parC,dnaK,n,y,N-E
dnaJ,dnaK,n,y,N-E
dut,dnaK,n,y,N-E
clpP,dnaK,n,y,N-E
ppaC,atpD,y,y,E-E
tuf,atpD,y,y,E-E
atpC,atpD,y,y,E-E
atpB,atpD,n,y,N-E
atpF,atpD,y,y,E-E
atpG,atpD,y,y,E-E
rpsE,atpD,y,y,E-E
atpH,atpD,n,y,N-E
SPD_2052,atpD,n,y,N-E
SPD_1987,atpD,n,y,N-E
atpE,atpD,n,y,N-E
SPD_2051,atpD,n,y,N-E
leuB,atpD,n,y,N-E
SPD_0926,groL,n,y,N-E
sodA,groL,n,y,N-E
clpE,groL,n,y,N-E
SPD_2022,groL,n,y,N-E
ctsR,groL,n,y,N-E
groES,groL,n,y,N-E
grpE,groL,n,y,N-E
hrcA,groL,n,y,N-E
tuf,groL,y,y,E-E
tig,groL,n,y,N-E
clpX,groL,y,y,E-E
clpL,groL,n,y,N-E
dnaJ,groL,n,y,N-E
glgD,groL,n,y,N-E
glgC,groL,n,y,N-E
secA,groL,n,y,N-E
clpP,groL,n,y,N-E
SPD_1987,groL,n,y,N-E
atpE,groL,n,y,N-E
dnaK,groL,y,y,E-E
atpD,groL,y,y,E-E
ppaC,atpA,y,y,E-E
tuf,atpA,y,y,E-E
atpC,atpA,y,y,E-E
atpB,atpA,n,y,N-E
atpF,atpA,y,y,E-E
atpG,atpA,y,y,E-E
pheS,atpA,n,y,N-E
rplB,atpA,y,y,E-E
rplV,atpA,n,y,N-E
rpsC,atpA,y,y,E-E
atpH,atpA,n,y,N-E
ldh,atpA,n,y,N-E
atpE,atpA,n,y,N-E
leuB,atpA,n,y,N-E
atpD,atpA,y,y,E-E
groL,atpA,y,y,E-E
rsgA,adk,n,y,N-E
SPD_1779,adk,n,y,N-E
truA,adk,n,y,N-E
atpC,adk,y,y,E-E
atpB,adk,n,y,N-E
atpF,adk,y,y,E-E
atpG,adk,y,y,E-E
infA,adk,y,y,E-E
pyk,adk,y,y,E-E
rplV,adk,n,y,N-E
rplX,adk,n,y,N-E
rpsH,adk,y,y,E-E
rplO,adk,n,y,N-E
secY,adk,n,y,N-E
nrdF,adk,n,y,N-E
atpH,adk,n,y,N-E
nrdE,adk,y,y,E-E
ndk,adk,n,y,N-E
purB,adk,n,y,N-E
atpE,adk,n,y,N-E
atpD,adk,y,y,E-E
atpA,adk,y,y,E-E
ddlA,xpt,y,n,E-N
aroE,xpt,n,n,N-N
lepB,xpt,y,n,E-N
pbuX,xpt,n,n,N-N
purR,xpt,n,n,N-N
Phosphodiesterase,SPD_1660,n,n,N-N
SPD_1653,SPD_1660,n,n,N-N
rluB,SPD_1660,n,n,N-N
SPD_1658,SPD_1660,n,n,N-N
scpB,SPD_1660,n,n,N-N
scpA,SPD_1660,n,n,N-N
SPD_1657,SPD_1660,n,n,N-N
murI,SPD_1660,y,n,E-N
ndk,SPD_1660,n,n,N-N
xpt,SPD_1660,n,n,N-N
Cdd,deoD,n,n,N-N
pncB,deoD,y,n,E-N
SPD_1190,deoD,n,n,N-N
pyrR,deoD,n,n,N-N
cdd-1,deoD,n,n,N-N
cdd-2,deoD,n,n,N-N
pdp,deoD,n,n,N-N
upp,deoD,n,n,N-N
deoB,deoD,n,n,N-N
tdk,deoD,n,n,N-N
xpt,deoD,n,n,N-N
pyrG,guaC,n,n,N-N
prsA,guaC,n,n,N-N
purC,guaC,n,n,N-N
SPD_0052,guaC,n,n,N-N
purD,guaC,n,n,N-N
xpt,guaC,n,n,N-N
pncB,SPD_0726,y,n,E-N
SPD_1190,SPD_0726,n,n,N-N
pyrR,SPD_0726,n,n,N-N
cdd-1,SPD_0726,n,n,N-N
cdd-2,SPD_0726,n,n,N-N
pdp,SPD_0726,n,n,N-N
upp,SPD_0726,n,n,N-N
deoB,SPD_0726,n,n,N-N
tdk,SPD_0726,n,n,N-N
xpt,SPD_0726,n,n,N-N
deoD,SPD_0726,n,n,N-N
rpmE,apt,n,n,N-N
purB,apt,n,n,N-N
adk,apt,y,n,E-N
xpt,apt,n,n,N-N
deoD,apt,n,n,N-N
guaC,apt,n,n,N-N
SPD_0726,apt,n,n,N-N
ilvD,purH,n,n,N-N
SPD_0056,purH,n,n,N-N
folA,purH,y,n,E-N
fhs,purH,n,n,N-N
folD,purH,y,n,E-N
glyA,purH,n,n,N-N
purN,purH,y,n,E-N
purF,purH,y,n,E-N
purR,purH,n,n,N-N
purK,purH,n,n,N-N
purM,purH,n,n,N-N
purE,purH,n,n,N-N
purC,purH,n,n,N-N
SPD_0052,purH,n,n,N-N
purD,purH,n,n,N-N
purB,purH,n,n,N-N
guaC,purH,n,n,N-N
apt,purH,n,n,N-N
priA,gmk,n,n,N-N
phtE,gmk,n,n,N-N
pcpA,gmk,n,n,N-N
alaS,gmk,n,n,N-N
